"a","Delete",,,"1624905575089","diff.py","1.1.7 for 2019-2020 @t1"
"e","","def debug(s):
    #     print(s)
    pass
","0","1624905575100","diff.py","1.1.7 for 2019-2020 @t1"
"a","Delete",,,"1624905575363","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","0","1624905575373","diff.py","1.1.7 for 2019-2020 @t1"
"a","Delete",,,"1624905575715","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","0","1624905575727","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start",,,"1624905582636","diff.py","1.1.7 for 2019-2020 @t1"
"a","Enter",,,"1624905587107","diff.py","1.1.7 for 2019-2020 @t1"
"e","
","","0","1624905587115","diff.py","1.1.7 for 2019-2020 @t1"
"e","i","","0","1624905588403","diff.py","1.1.7 for 2019-2020 @t1"
"k","i",,"1","1624905588408","diff.py","1.1.7 for 2019-2020 @t1"
"e","m","","1","1624905588668","diff.py","1.1.7 for 2019-2020 @t1"
"k","m",,"2","1624905588673","diff.py","1.1.7 for 2019-2020 @t1"
"e","p","","2","1624905588757","diff.py","1.1.7 for 2019-2020 @t1"
"k","p",,"3","1624905588764","diff.py","1.1.7 for 2019-2020 @t1"
"e","o","","3","1624905588919","diff.py","1.1.7 for 2019-2020 @t1"
"k","o",,"4","1624905588940","diff.py","1.1.7 for 2019-2020 @t1"
"a","Choose Lookup Item",,,"1624905589265","diff.py","1.1.7 for 2019-2020 @t1"
"e","rt","","4","1624905589295","diff.py","1.1.7 for 2019-2020 @t1"
"e"," ","","6","1624905589305","diff.py","1.1.7 for 2019-2020 @t1"
"e","d","","7","1624905589669","diff.py","1.1.7 for 2019-2020 @t1"
"k","d",,"8","1624905589671","diff.py","1.1.7 for 2019-2020 @t1"
"e","i","","8","1624905589809","diff.py","1.1.7 for 2019-2020 @t1"
"k","i",,"9","1624905589814","diff.py","1.1.7 for 2019-2020 @t1"
"e","f","","9","1624905589931","diff.py","1.1.7 for 2019-2020 @t1"
"k","f",,"10","1624905589936","diff.py","1.1.7 for 2019-2020 @t1"
"e","f","","10","1624905590102","diff.py","1.1.7 for 2019-2020 @t1"
"k","f",,"11","1624905590116","diff.py","1.1.7 for 2019-2020 @t1"
"a","Choose Lookup Item",,,"1624905590243","diff.py","1.1.7 for 2019-2020 @t1"
"e","lib","","11","1624905590272","diff.py","1.1.7 for 2019-2020 @t1"
"a","Enter",,,"1624905591292","diff.py","1.1.7 for 2019-2020 @t1"
"e","
","","15","1624905591306","diff.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624905598466","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905598706","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905599019","diff.py","1.1.7 for 2019-2020 @t1"
"e","","debug('yy')","3313","1624905599036","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905599208","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3312","1624905599213","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3309","1624905599226","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905599567","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3308","1624905599572","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3305","1624905599577","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905600065","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","3305","1624905600074","diff.py","1.1.7 for 2019-2020 @t1"
"a","Find...",,,"1624905606506","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905610855","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905611193","diff.py","1.1.7 for 2019-2020 @t1"
"a","Up with Selection",,,"1624905611389","diff.py","1.1.7 for 2019-2020 @t1"
"a","Up with Selection",,,"1624905611579","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905611966","diff.py","1.1.7 for 2019-2020 @t1"
"e","","# TODO fix this
                #                 debug('here')
                #                 yield None","2395","1624905611976","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905612251","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","2394","1624905612261","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","2391","1624905612282","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905612919","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","2390","1624905612928","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","2387","1624905612949","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905613209","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","2386","1624905613221","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","2383","1624905613231","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905613548","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","2382","1624905613552","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","2379","1624905613559","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905613948","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","2379","1624905613954","diff.py","1.1.7 for 2019-2020 @t1"
"e","(","","2378","1624905615773","diff.py","1.1.7 for 2019-2020 @t1"
"k","(",,"2379","1624905615787","diff.py","1.1.7 for 2019-2020 @t1"
"a","Undo Typing",,,"1624905618016","diff.py","1.1.7 for 2019-2020 @t1"
"e","","(","2378","1624905618020","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905629902","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905630249","diff.py","1.1.7 for 2019-2020 @t1"
"e","","#         debug('synch pair:', aelt, belt)","3357","1624905630260","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905630472","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3356","1624905630481","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3353","1624905630503","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905630907","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3352","1624905630910","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3349","1624905630916","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905631300","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","3349","1624905631307","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start",,,"1624905636186","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line End with Selection",,,"1624905636612","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down with Selection",,,"1624905636794","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905637292","diff.py","1.1.7 for 2019-2020 @t1"
"e","","debug(' '.join(['zz', tag, str(abidx[0]), str(abidx[1]), str(la), str(lb)]))
                #                 print(abidx)","3767","1624905637305","diff.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624905637740","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line End with Selection",,,"1624905638614","diff.py","1.1.7 for 2019-2020 @t1"
"a","Delete",,,"1624905639312","diff.py","1.1.7 for 2019-2020 @t1"
"e","","#                 debug(' '.join(['zz', tag, a, b]))#a[abidx[0]], b[abidx[1]]]))","3670","1624905639321","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905639604","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3669","1624905639609","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3666","1624905639617","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905640035","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3665","1624905640040","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3662","1624905640059","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905640268","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3661","1624905640278","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3658","1624905640301","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905640561","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","3657","1624905640569","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","3654","1624905640597","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905640918","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","3654","1624905640970","diff.py","1.1.7 for 2019-2020 @t1"
"a","Delete",,,"1624905642096","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","3653","1624905642104","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905646993","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905647317","diff.py","1.1.7 for 2019-2020 @t1"
"e","","debug('ww')","4559","1624905647321","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905647572","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4558","1624905647582","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4555","1624905647603","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905647951","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4554","1624905647955","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4551","1624905647962","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905648253","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4550","1624905648261","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4547","1624905648282","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905648610","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","4547","1624905648619","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905649239","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905649630","diff.py","1.1.7 for 2019-2020 @t1"
"e","","# TODO fix","4536","1624905649638","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905649873","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4535","1624905649884","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4532","1624905649902","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905650098","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4531","1624905650107","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4528","1624905650131","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905650324","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4527","1624905650333","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4524","1624905650352","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905650716","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","4524","1624905650719","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905652324","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905652939","diff.py","1.1.7 for 2019-2020 @t1"
"e","","debug('gg')","4675","1624905652944","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905653255","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4674","1624905653259","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4671","1624905653281","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905653499","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4670","1624905653507","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4667","1624905653526","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905653855","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","4667","1624905653863","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905658473","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905658794","diff.py","1.1.7 for 2019-2020 @t1"
"e","","debug('hh')","4864","1624905658801","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905659011","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4863","1624905659021","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4860","1624905659040","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905659210","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4859","1624905659219","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4856","1624905659238","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905659446","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","4855","1624905659454","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","4852","1624905659473","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905659751","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","4852","1624905659759","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905660496","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905660690","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905660878","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905661055","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905661255","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line End",,,"1624905661541","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905661889","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905662210","diff.py","1.1.7 for 2019-2020 @t1"
"e","","debug('ii')","5083","1624905662213","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905662413","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","5082","1624905662419","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","5079","1624905662425","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905662614","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","5078","1624905662621","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","5075","1624905662637","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905662824","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","5074","1624905662832","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","5071","1624905662851","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905663086","diff.py","1.1.7 for 2019-2020 @t1"
"e",""," ","5070","1624905663093","diff.py","1.1.7 for 2019-2020 @t1"
"e","","   ","5067","1624905663101","diff.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624905663428","diff.py","1.1.7 for 2019-2020 @t1"
"e","","
","5067","1624905663432","diff.py","1.1.7 for 2019-2020 @t1"
"a","Down",,,"1624905664118","diff.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624905665591","diff.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start with Selection",,,"1624905665866","diff.py","1.1.7 for 2019-2020 @t1"
